REGION,TECHNOLOGY,EMISSION,YEAR,VALUE
"CLEWSity","AGRPST001","CH4",2020,0.276156325301205
"CLEWSity","AGRPST001","CH4",2021,0.281679451807229
"CLEWSity","AGRPST001","CH4",2022,0.287202578313253
"CLEWSity","AGRPST001","CH4",2023,0.292725704819277
"CLEWSity","AGRPST001","CH4",2024,0.298248831325301
"CLEWSity","AGRPST001","CH4",2025,0.305613
"CLEWSity","AGRPST001","CH4",2026,0.311136126506024
"CLEWSity","AGRPST001","CH4",2027,0.316659253012048
"CLEWSity","AGRPST001","CH4",2028,0.324023421686747
"CLEWSity","AGRPST001","CH4",2029,0.329546548192771
"CLEWSity","AGRPST001","CH4",2030,0.33691071686747
"CLEWSity","AGRPST001","CH4",2031,0.344274885542169
"CLEWSity","AGRPST001","CH4",2032,0.349798012048193
"CLEWSity","AGRPST001","CH4",2033,0.357162180722892
"CLEWSity","AGRPST001","CH4",2034,0.36452634939759
"CLEWSity","AGRPST001","CH4",2035,0.366844979105405
"CLEWSity","AGRPST001","CH4",2036,0.359561711476058
"CLEWSity","AGRPST001","CH4",2037,0.35259263565415
"CLEWSity","AGRPST001","CH4",2038,0.345942714927872
"CLEWSity","AGRPST001","CH4",2039,0.335269822517491
"CLEWSity","AGRPST001","CH4",2040,0.325827747344228
"CLEWSity","AGRPST001","CH4",2041,0.317830728533059
"CLEWSity","AGRPST001","CH4",2042,0.308015314612038
"CLEWSity","AGRPST001","CH4",2043,0.298165691312194
"CLEWSity","AGRPST001","CH4",2044,0.290232446295846
"CLEWSity","AGRPST001","CH4",2045,0.281134799925516
"CLEWSity","AGRPST001","CH4",2046,0.268889078599121
"CLEWSity","AGRPST001","CH4",2047,0.258895083379277
"CLEWSity","AGRPST001","CH4",2048,0.248767976719433
"CLEWSity","AGRPST001","CH4",2049,0.238718501278413
"CLEWSity","AGRPST001","CH4",2050,0.226816917409894
"CLEWSity","AGRPST001","CH4",2051,0.216568071394756
"CLEWSity","AGRPST001","CH4",2052,0.204466620890943
"CLEWSity","AGRPST001","CH4",2053,0.194183547016981
"CLEWSity","AGRPST001","CH4",2054,0.182093677313168
"CLEWSity","AGRPST001","CH4",2055,0.169969561270532
"CLEWSity","AGRPST001","CO2EQ",2020,7.73237710843373
"CLEWSity","AGRPST001","CO2EQ",2021,7.88702465060241
"CLEWSity","AGRPST001","CO2EQ",2022,8.04167219277108
"CLEWSity","AGRPST001","CO2EQ",2023,8.19631973493976
"CLEWSity","AGRPST001","CO2EQ",2024,8.35096727710843
"CLEWSity","AGRPST001","CO2EQ",2025,8.557164
"CLEWSity","AGRPST001","CO2EQ",2026,8.71181154216867
"CLEWSity","AGRPST001","CO2EQ",2027,8.86645908433735
"CLEWSity","AGRPST001","CO2EQ",2028,9.07265580722891
"CLEWSity","AGRPST001","CO2EQ",2029,9.22730334939759
"CLEWSity","AGRPST001","CO2EQ",2030,9.43350007228915
"CLEWSity","AGRPST001","CO2EQ",2031,9.63969679518072
"CLEWSity","AGRPST001","CO2EQ",2032,9.7943443373494
"CLEWSity","AGRPST001","CO2EQ",2033,10.000541060241
"CLEWSity","AGRPST001","CO2EQ",2034,10.2067377831325
"CLEWSity","AGRPST001","CO2EQ",2035,10.2716594149513
"CLEWSity","AGRPST001","CO2EQ",2036,10.0677279213296
"CLEWSity","AGRPST001","CO2EQ",2037,9.87259379831621
"CLEWSity","AGRPST001","CO2EQ",2038,9.6863960179804
"CLEWSity","AGRPST001","CO2EQ",2039,9.38755503048974
"CLEWSity","AGRPST001","CO2EQ",2040,9.12317692563839
"CLEWSity","AGRPST001","CO2EQ",2041,8.89926039892564
"CLEWSity","AGRPST001","CO2EQ",2042,8.62442880913707
"CLEWSity","AGRPST001","CO2EQ",2043,8.34863935674144
"CLEWSity","AGRPST001","CO2EQ",2044,8.12650849628368
"CLEWSity","AGRPST001","CO2EQ",2045,7.87177439791444
"CLEWSity","AGRPST001","CO2EQ",2046,7.5288942007754
"CLEWSity","AGRPST001","CO2EQ",2047,7.24906233461977
"CLEWSity","AGRPST001","CO2EQ",2048,6.96550334814413
"CLEWSity","AGRPST001","CO2EQ",2049,6.68411803579556
"CLEWSity","AGRPST001","CO2EQ",2050,6.35087368747703
"CLEWSity","AGRPST001","CO2EQ",2051,6.06390599905315
"CLEWSity","AGRPST001","CO2EQ",2052,5.7250653849464
"CLEWSity","AGRPST001","CO2EQ",2053,5.43713931647547
"CLEWSity","AGRPST001","CO2EQ",2054,5.09862296476871
"CLEWSity","AGRPST001","CO2EQ",2055,4.75914771557489
"CLEWSity","AGRPST002","CH4",2035,0.00504553896688443
"CLEWSity","AGRPST002","CH4",2036,0.01969297527093
"CLEWSity","AGRPST002","CH4",2037,0.0340262197675362
"CLEWSity","AGRPST002","CH4",2038,0.0480403091685139
"CLEWSity","AGRPST002","CH4",2039,0.0679184124222682
"CLEWSity","AGRPST002","CH4",2040,0.0847246562702297
"CLEWSity","AGRPST002","CH4",2041,0.100085843756098
"CLEWSity","AGRPST002","CH4",2042,0.119106468520492
"CLEWSity","AGRPST002","CH4",2043,0.138161302663709
"CLEWSity","AGRPST002","CH4",2044,0.153458716354756
"CLEWSity","AGRPST002","CH4",2045,0.17176157356846
"CLEWSity","AGRPST002","CH4",2046,0.193212505738228
"CLEWSity","AGRPST002","CH4",2047,0.212411711801446
"CLEWSity","AGRPST002","CH4",2048,0.231744029304663
"CLEWSity","AGRPST002","CH4",2049,0.250998715589057
"CLEWSity","AGRPST002","CH4",2050,0.273946552469624
"CLEWSity","AGRPST002","CH4",2051,0.293400609328136
"CLEWSity","AGRPST002","CH4",2052,0.316548312843997
"CLEWSity","AGRPST002","CH4",2053,0.336036597561332
"CLEWSity","AGRPST002","CH4",2054,0.359172720277193
"CLEWSity","AGRPST002","CH4",2055,0.382343089331878
"CLEWSity","AGRPST002","CO2EQ",2035,0.141307854312809
"CLEWSity","AGRPST002","CO2EQ",2036,0.551531184048838
"CLEWSity","AGRPST002","CO2EQ",2037,0.952955102970023
"CLEWSity","AGRPST002","CO2EQ",2038,1.34544060677793
