REGION,TIMESLICE,TECHNOLOGY,COMMODITY,YEAR,VALUE
"CLEWSity","SD","AGRCRP001","LNDAGR",2020,49.2295512820515
"CLEWSity","SD","AGRCRP001","LNDAGR",2021,40.5178251697537
"CLEWSity","SD","AGRCRP001","LNDAGR",2022,50.5203707098766
"CLEWSity","SD","AGRCRP001","LNDAGR",2023,39.3072398611094
"CLEWSity","SD","AGRCRP001","LNDAGR",2024,32.4446854166674
"CLEWSity","SD","AGRCRP001","LNDAGR",2025,37.4529545343134
"CLEWSity","SD","AGRCRP001","LNDAGR",2026,46.6191810318501
"CLEWSity","SD","AGRCRP001","LNDAGR",2027,37.545620326798
"CLEWSity","SD","AGRCRP001","LNDAGR",2028,38.6587400247073
"CLEWSity","SD","AGRCRP001","LNDAGR",2029,38.7808032026145
"CLEWSity","SD","AGRCRP001","LNDAGR",2030,37.1558395016344
"CLEWSity","SD","AGRCRP001","LNDAGR",2031,37.5863113970564
"CLEWSity","SD","AGRCRP001","LNDAGR",2032,37.9774656862697
"CLEWSity","SD","AGRCRP001","LNDAGR",2033,38.4323479166675
"CLEWSity","SD","AGRCRP001","LNDAGR",2034,39.2662213398696
"CLEWSity","SD","AGRCRP001","LNDAGR",2035,39.6870027124178
"CLEWSity","SD","AGRCRP001","LNDAGR",2036,39.4498326978905
"CLEWSity","SD","AGRCRP001","LNDAGR",2037,39.6205544616926
"CLEWSity","SD","AGRCRP001","LNDAGR",2038,40.2182762345684
"CLEWSity","SD","AGRCRP001","LNDAGR",2039,41.2059305555563
"CLEWSity","SD","AGRCRP001","LNDAGR",2040,42.3937668391426
"CLEWSity","SD","AGRCRP001","LNDAGR",2041,43.6681113631923
"CLEWSity","SD","AGRCRP001","LNDAGR",2042,44.95763208061
"CLEWSity","SD","AGRCRP001","LNDAGR",2043,46.2716622367465
"CLEWSity","SD","AGRCRP001","LNDAGR",2044,47.5241801924434
"CLEWSity","SD","AGRCRP001","LNDAGR",2045,49.3148801742916
"CLEWSity","SD","AGRCRP001","LNDAGR",2046,51.1025259486204
"CLEWSity","SD","AGRCRP001","LNDAGR",2047,53.6582856254536
"CLEWSity","SD","AGRCRP001","LNDAGR",2048,54.7650617283951
