REGION,TECHNOLOGY,EMISSION,YEAR,VALUE
"CLEWSity","AGRPST001","CH4",2020,0.276156325301205
"CLEWSity","AGRPST001","CH4",2021,0.281679451807229
"CLEWSity","AGRPST001","CH4",2022,0.287202578313253
"CLEWSity","AGRPST001","CH4",2023,0.292725704819277
"CLEWSity","AGRPST001","CH4",2024,0.298248831325301
"CLEWSity","AGRPST001","CH4",2025,0.305613
"CLEWSity","AGRPST001","CH4",2026,0.311136126506024
"CLEWSity","AGRPST001","CH4",2027,0.316659253012048
"CLEWSity","AGRPST001","CH4",2028,0.324023421686747
"CLEWSity","AGRPST001","CH4",2029,0.329546548192771
"CLEWSity","AGRPST001","CH4",2030,0.33691071686747
"CLEWSity","AGRPST001","CH4",2031,0.344274885542169
"CLEWSity","AGRPST001","CH4",2032,0.349798012048193
"CLEWSity","AGRPST001","CH4",2033,0.357162180722891
"CLEWSity","AGRPST001","CH4",2034,0.36452634939759
"CLEWSity","AGRPST001","CH4",2035,0.371890518072289
"CLEWSity","AGRPST001","CH4",2036,0.379254686746988
"CLEWSity","AGRPST001","CH4",2037,0.386618855421687
"CLEWSity","AGRPST001","CH4",2038,0.393983024096385
"CLEWSity","AGRPST001","CH4",2039,0.403188234939759
"CLEWSity","AGRPST001","CH4",2040,0.410552403614458
"CLEWSity","AGRPST001","CH4",2041,0.417916572289157
"CLEWSity","AGRPST001","CH4",2042,0.42712178313253
"CLEWSity","AGRPST001","CH4",2043,0.436326993975904
"CLEWSity","AGRPST001","CH4",2044,0.443691162650602
"CLEWSity","AGRPST001","CH4",2045,0.452896373493976
"CLEWSity","AGRPST001","CH4",2046,0.462101584337349
"CLEWSity","AGRPST001","CH4",2047,0.471306795180723
"CLEWSity","AGRPST001","CH4",2048,0.480512006024096
"CLEWSity","AGRPST001","CH4",2049,0.48971721686747
"CLEWSity","AGRPST001","CH4",2050,0.500763469879518
"CLEWSity","AGRPST001","CH4",2051,0.509968680722891
"CLEWSity","AGRPST001","CH4",2052,0.52101493373494
"CLEWSity","AGRPST001","CH4",2053,0.530220144578313
"CLEWSity","AGRPST001","CH4",2054,0.541266397590361
"CLEWSity","AGRPST001","CH4",2055,0.55231265060241
"CLEWSity","AGRPST001","CO2EQ",2020,7.73237710843373
"CLEWSity","AGRPST001","CO2EQ",2021,7.88702465060241
"CLEWSity","AGRPST001","CO2EQ",2022,8.04167219277108
"CLEWSity","AGRPST001","CO2EQ",2023,8.19631973493976
"CLEWSity","AGRPST001","CO2EQ",2024,8.35096727710843
"CLEWSity","AGRPST001","CO2EQ",2025,8.557164
"CLEWSity","AGRPST001","CO2EQ",2026,8.71181154216867
"CLEWSity","AGRPST001","CO2EQ",2027,8.86645908433735
"CLEWSity","AGRPST001","CO2EQ",2028,9.07265580722891
"CLEWSity","AGRPST001","CO2EQ",2029,9.22730334939759
"CLEWSity","AGRPST001","CO2EQ",2030,9.43350007228915
"CLEWSity","AGRPST001","CO2EQ",2031,9.63969679518072
"CLEWSity","AGRPST001","CO2EQ",2032,9.79434433734939
"CLEWSity","AGRPST001","CO2EQ",2033,10.000541060241
"CLEWSity","AGRPST001","CO2EQ",2034,10.2067377831325
"CLEWSity","AGRPST001","CO2EQ",2035,10.4129345060241
"CLEWSity","AGRPST001","CO2EQ",2036,10.6191312289157
"CLEWSity","AGRPST001","CO2EQ",2037,10.8253279518072
"CLEWSity","AGRPST001","CO2EQ",2038,11.0315246746988
"CLEWSity","AGRPST001","CO2EQ",2039,11.2892705783132
"CLEWSity","AGRPST001","CO2EQ",2040,11.4954673012048
"CLEWSity","AGRPST001","CO2EQ",2041,11.7016640240964
"CLEWSity","AGRPST001","CO2EQ",2042,11.9594099277108
"CLEWSity","AGRPST001","CO2EQ",2043,12.2171558313253
"CLEWSity","AGRPST001","CO2EQ",2044,12.4233525542169
"CLEWSity","AGRPST001","CO2EQ",2045,12.6810984578313
"CLEWSity","AGRPST001","CO2EQ",2046,12.9388443614458
"CLEWSity","AGRPST001","CO2EQ",2047,13.1965902650602
"CLEWSity","AGRPST001","CO2EQ",2048,13.4543361686747
"CLEWSity","AGRPST001","CO2EQ",2049,13.7120820722892
"CLEWSity","AGRPST001","CO2EQ",2050,14.0213771566265
"CLEWSity","AGRPST001","CO2EQ",2051,14.279123060241
"CLEWSity","AGRPST001","CO2EQ",2052,14.5884181445783
"CLEWSity","AGRPST001","CO2EQ",2053,14.8461640481928
"CLEWSity","AGRPST001","CO2EQ",2054,15.1554591325301
"CLEWSity","AGRPST001","CO2EQ",2055,15.4647542168675
"CLEWSity","FORWOO001","CH4",2020,0.00027123
"CLEWSity","FORWOO001","CH4",2021,0.00027666
"CLEWSity","FORWOO001","CH4",2022,0.00028221
"CLEWSity","FORWOO001","CH4",2023,0.00028785
"CLEWSity","FORWOO001","CH4",2024,0.00029361
"CLEWSity","FORWOO001","CH4",2025,0.00029946
"CLEWSity","FORWOO001","CH4",2026,0.00030546
"CLEWSity","FORWOO001","CH4",2027,0.00031158
"CLEWSity","FORWOO001","CH4",2028,0.00031779
"CLEWSity","FORWOO001","CH4",2029,0.00032415
"CLEWSity","FORWOO001","CH4",2030,0.00033063
"CLEWSity","FORWOO001","CH4",2031,0.00033726
"CLEWSity","FORWOO001","CH4",2032,0.00034401
"CLEWSity","FORWOO001","CH4",2033,0.00035088
"CLEWSity","FORWOO001","CH4",2034,0.0003579
"CLEWSity","FORWOO001","CH4",2035,0.00036504
"CLEWSity","FORWOO001","CH4",2036,0.00037236
"CLEWSity","FORWOO001","CH4",2037,0.0003798
"CLEWSity","FORWOO001","CH4",2038,0.00038739
"CLEWSity","FORWOO001","CH4",2039,0.00039516
"CLEWSity","FORWOO001","CH4",2040,0.00040305
"CLEWSity","FORWOO001","CH4",2041,0.00041112
"CLEWSity","FORWOO001","CH4",2042,0.00041934
"CLEWSity","FORWOO001","CH4",2043,0.00042771
"CLEWSity","FORWOO001","CH4",2044,0.00043626
"CLEWSity","FORWOO001","CH4",2045,0.00044499
"CLEWSity","FORWOO001","CH4",2046,0.0004539
