
Summary,CLEWSity
Emissions
,CH4,14.4085
,CO2,-590.424
,CO2EQ,-181.9
,N2O,0.00675932

Cost,85888.9

TID Demand

,CLEWSity
Fuel,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055
LNDCRP001R,0,11.394,11.1972,11.4434,11.1965,10.324,9.383,9.383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNDCRP002I,0,8.33268,7.30615,0,10.5293,28.1577,0.0014,28.1571,0.0014,0.0014,0,0,0,0,2.62581,0,0,0,0,0,59.0968,0,24.413,0,0,0,130.302,0,0,4.54177,5.4198,28.6453,43.2371,43.2291,28.6533,81.9221
LNDCRP002R,0,0,10.2394,8.44069,15.2649,8.438,8.438,8.438,8.439,8.438,8.437,8.44169,8.44069,8.44069,3.39205,0,0,0,0,0,73.1449,8.44069,15.6383,0,0,0,48.1607,8.44069,8.44069,14.1961,3.601,4.502,4.501,4.502,4.501,77.6469
LNDFOR001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,87,88,87,88,0,0,0,0,0
LNDOTH001,5256.95,5222.68,5235.61,5256.79,5278.44,5273.54,5278.37,5286.51,5264.08,5265.6,5232.24,5223.3,5214.93,5195.36,5213.7,5160.9,5179.42,5129.64,5115.28,5042.66,5033.57,5021.64,4989.02,4951.58,4932.21,4877.83,4842.53,4694.02,4568.68,4433.96,4272.63,4159.76,4001.59,3866.14,3707.98,3549.62
MINGAS001,157.049,157.049,157.049,157.049,157.049,157.049,188.459,188.459,188.459,188.459,172.754,188.459,204.164,219.869,235.574,251.279,266.984,282.689,298.394,314.099,266.984,282.689,298.394,314.099,329.803,345.508,298.394,314.099,329.803,345.508,361.213,376.918,392.623,408.328,424.033,439.738
MINHYD001,35.3203,35.3203,35.3203,35.3203,35.3203,35.3203,35.3203,39.7354,39.7354,44.1504,48.5654,52.9805,57.3955,61.8106,66.2256,67.1335,67.1335,67.3762,71.7912,76.2063,80.6213,85.0364,89.4514,91.0634,92.2997,96.7148,101.13,104.099,104.917,105.961,105.961,105.961,105.961,105.961,105.961,105.961
MINLND001,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000
MINPRC001,341.25,341.25,341.25,341.25,341.25,341.25,341.25,341.25,341.25,341.25,341.25,341.25,341.25,341.25,341.25,341.25,341.25,341.25,341.25,341.25,341.25,341.25,341.25,341.25,341.25,341.25,341.25,341.25,341.25,341.25,341.25,341.25,341.25,341.25,341.25,341.25
MINSOL001,1.971,1.971,1.971,1.971,1.971,1.971,3.942,5.913,7.884,9.855,11.826,13.797,15.768,17.739,19.71,20.6955,22.6665,24.6375,26.6085,28.5795,30.5505,32.5215,34.4925,36.4635,38.4345,40.4055,42.3765,44.3475,46.3185,48.2895,71.0424,80.4168,80.4168,80.4168,80.4168,80.4168
MINWND001,1.971,1.971,1.971,1.971,1.971,1.971,3.942,5.913,7.884,9.855,11.826,13.797,15.768,17.739,19.71,20.6955,22.6665,24.6375,21.2641,21.9901,30.5505,32.5215,34.4925,36.4635,38.4345,39.2181,42.3765,44.3475,46.3185,48.2895,50.2605,50.2605,50.2605,50.2605,50.2605,50.2605
PRCBAG001,31.6032,33.4961,37.4517,37.4517,44.2091,57.7239,57.7239,71.2386,71.2386,71.2386,71.2377,71.2377,71.2377,71.2377,71.2377,69.1309,65.1312,59.0685,56.9617,48.0976,79.0992,79.0992,79.0992,76.9921,74.8853,66.2629,145.238,145.238,145.238,148.854,152.355,167.228,189.105,210.979,225.856,237.936
PRCCRP002,0.875532,0.0524405,0.109587,0,0.187206,0.374411,0,0.374411,0,0,0,0,0,0,0,0,0,0,0,0,0.217768,0,0,0,0,0,1.83231,0,0,0.100187,0.972504,0.464493,0.715673,0.605986,0.599358,0.70907
PRCCTL001,0.150023,0.153,0.156,0.159,0.162,0.166,0.169,0.172,0.176,0.179,0.183,0.187,0.19,0.194,0.198,0.202,0.206,0.21,0.214,0.219,0.223,0.227,0.232,0.237,0.241,0.246,0.251,0.256,0.261,0.266,0.272,0.277,0.283,0.288,0.294,0.3
PWRBIO001,0.000763352,0.0210092,0.0439037,0,0.075,0.15,0,0.15,0,0,0.14999,0,0,0,0,0,0,0,0,0,0.187254,0,0,0,0,0.334074,0.5,0,0,0.0401377,0.0396132,0.186089,0.286719,0.242776,0.24012,0.284074
PWRDSL001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0908877
PWRGAS001,0,0,0,0,0,0,0.5,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
PWRHYD001,0,0,0,0,0,0,0,0.25,0,0.25,0.25,0.25,0.25,0.25,0.25,0.0514113,0,0.0137413,0.25,0.25,0.25,0.25,0.25,0.0912811,0.0700051,0.25,0.25,0.168135,0.0462856,0.0591402,0,0,0,0,0,0
PWRSOL001,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
PWRTRN001,0,0,0,0,0.110197,0.212979,0.191012,0.211802,0.189329,0.190609,0.252561,0.189006,0.253912,0.192746,0.271514,0.286657,0.268108,0.252905,0.259645,0.314638,0.233313,0.337466,0.339757,0.340231,0.32832,0.319148,0.366696,0.406656,0.33842,0.385756,0.35135,0.41508,0.492815,0.492776,0.41512,0.474962
PWRWND001,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
WATAGR001,0.10213,0.065855,0.055563,0,0.0701941,0.24512,0.014717,0.246269,0,0,0.12094,0.0555968,0.0777947,0.0723267,0.231918,0.261448,0.207101,0.241335,0.0705398,0,0.495335,0.092268,0.090768,0.0550329,0.354428,0.335727,0.546574,0.538083,0.321241,0,0.0307779,0.38176,0.527039,0.49078,0.644444,0.567296
WATELC001,0.000474198,0.00402658,0.00532677,0.00389029,0.00539037,0.0142818,0.000612629,0.000187008,0.00254979,0,0.0122271,0.00276979,0.00537488,0.00270868,0.00579233,0.0278522,0.0037607,0.00287475,0.00612024,0.00206263,0.0216023,0.00449767,0.00714883,0.00627907,0.00936278,0.0399688,0.00926127,0.0069153,0.0101608,0.00691012,0.0264239,0.011857,0.016071,0.0152004,0.0167229,0.048532
WATEVT001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WATGRD001,0,10.1674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WATSUR001,1.27572,128.889,1.4924,129.81,130.086,130.241,131,130.952,131.426,131.826,2.25847,132.769,2.55644,133.614,2.92088,2.95602,3.21949,3.28862,3.43203,3.4729,3.91119,4.02952,4.12412,4.19264,138.786,4.51727,139.364,140.171,140.921,141.526,141.291,141.74,143.356,5.36135,143.248,5.31686
WATTRN001,0.151667,0.045,0.0466667,0.0466667,0.05,0.15,0.0516667,0.0533333,0.055,0.0566667,0.158333,0.06,0.0616667,0.0633333,0.065,0.166667,0.0683333,0.0716667,0.0716667,0.075,0.176667,0.08,0.08,0.0833333,0.0866667,0.338333,0.135,0.14,0.141667,0.148333,0.35,0.15,0.153333,0.158333,0.163333,0.266667


Annual Production (Energy Units)
,CLEWSity
Technology,Fuel,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055
AGRCRP001,BAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGRCRP001,BEF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGRCRP001,BYPCRP002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGRCRP001,CRP001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGRCRP001,CRP002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGRCRP001,CTL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGRCRP001,DSL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGRCRP001,ELC001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGRCRP001,ELC002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGRCRP001,FORSTK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGRCRP001,GAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGRCRP001,GSL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGRCRP001,HYD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGRCRP001,LND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGRCRP001,LND001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGRCRP001,LNDAGR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGRCRP001,LNDCRP,205.817,205.804,206.512,214.066,211.799,208.137,212.705,217.346,218.12,219.041,219.815,221.478,222.995,224.733,225.791,226.369,225.844,224.098,225.149,236.019,227.863,229.19,231.235,235.419,239.381,240.358,253.307,258.429,263.551,269.898,275.452,282.229,289.081,296.08,302.857,309.856
AGRCRP001,PRDCRP002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGRCRP001,SOL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGRCRP001,WAT001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGRCRP001,WAT002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGRCRP001,WATAGR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGRCRP001,WATELC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGRCRP001,WATEVT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGRCRP001,WATGRD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGRCRP001,WATPRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGRCRP001,WATSUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGRCRP001,WND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGRCRP001,WOO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGRPST001,BAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGRPST001,BEF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGRPST001,BYPCRP002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGRPST001,CRP001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGRPST001,CRP002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGRPST001,CTL,4762.8,4858.06,4953.31,5048.57,5143.82,5270.83,5366.09,5461.34,5588.35,5683.61,5810.62,5937.62,6032.88,6159.89,6286.9,6413.9,6540.91,6667.92,6794.93,6953.69,7080.7,7207.7,7366.46,7525.22,7652.23,7810.99,7969.75,8128.51,8287.27,8446.03,8636.54,8795.3,8985.82,9144.58,9335.09,9525.6
AGRPST001,DSL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGRPST001,ELC001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGRPST001,ELC002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGRPST001,FORSTK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGRPST001,GAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGRPST001,GSL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGRPST001,HYD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGRPST001,LND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGRPST001,LND001,3586.45,3658.17,3729.9,3801.63,3873.36,3969,4040.73,4112.46,4208.1,4279.83,4375.46,4471.1,4542.83,4638.47,4734.11,4829.75,4925.39,5021.02,5116.66,5236.21,5331.85,5427.49,5547.04,5666.58,5762.22,5881.77,6001.32,6120.87,6240.42,6359.96,6503.42,6622.97,6766.43,6885.98,7029.43,7172.89
AGRPST001,LNDAGR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGRPST001,LNDCRP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGRPST001,PRDCRP002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGRPST001,SOL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGRPST001,WAT001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGRPST001,WAT002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGRPST001,WATAGR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGRPST001,WATELC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGRPST001,WATEVT,37.5142,38.2645,39.0148,39.7651,40.5154,41.5157,42.266,43.0163,44.0167,44.767,45.7674,46.7677,47.518,48.5184,49.5188,50.5192,51.5195,52.5199,53.5203,54.7708,55.7711,56.7715,58.022,59.2725,60.2729,61.5233,62.7738,64.0243,65.2747,66.5252,68.0258,69.2763,70.7768,72.0273,73.5279,75.0284
AGRPST001,WATGRD,2.2236,2.26807,2.31254,2.35701,2.40148,2.46078,2.50525,2.54972,2.60902,2.65349,2.71279,2.77208,2.81656,2.87585,2.93515,2.99444,3.05374,3.11303,3.17233,3.24645,3.30575,3.36504,3.43916,3.51328,3.57258,3.6467,3.72082,3.79494,3.86906,3.94318,4.03212,4.10624,4.19519,4.26931,4.35825,4.44719
AGRPST001,WATPRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGRPST001,WATSUR,41.8538,42.6909,43.528,44.3651,45.2021,46.3182,47.1553,47.9924,49.1085,49.9456,51.0617,52.1778,53.0148,54.1309,55.247,56.3631,57.4792,58.5954,59.7115,61.1066,62.2227,63.3388,64.7339,66.129,67.2451,68.6403,70.0354,71.4305,72.8257,74.2208,75.8949,77.2901,78.9642,80.3593,82.0335,83.7076
AGRPST001,WND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGRPST001,WOO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGRPST002,BAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGRPST002,BEF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGRPST002,BYPCRP002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGRPST002,CRP001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGRPST002,CRP002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGRPST002,CTL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGRPST002,DSL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGRPST002,ELC001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGRPST002,ELC002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGRPST002,FORSTK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGRPST002,GAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGRPST002,GSL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGRPST002,HYD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGRPST002,LND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGRPST002,LND001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGRPST002,LNDAGR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGRPST002,LNDCRP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGRPST002,PRDCRP002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGRPST002,SOL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGRPST002,WAT001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGRPST002,WAT002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGRPST002,WATAGR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGRPST002,WATELC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGRPST002,WATEVT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGRPST002,WATGRD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGRPST002,WATPRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGRPST002,WATSUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGRPST002,WND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGRPST002,WOO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUMBEF001,BAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUMBEF001,BEF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUMBEF001,BYPCRP002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUMBEF001,CRP001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUMBEF001,CRP002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUMBEF001,CTL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUMBEF001,DSL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUMBEF001,ELC001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUMBEF001,ELC002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUMBEF001,FORSTK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUMBEF001,GAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUMBEF001,GSL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUMBEF001,HYD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUMBEF001,LND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUMBEF001,LND001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUMBEF001,LNDAGR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUMBEF001,LNDCRP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUMBEF001,PRDCRP002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUMBEF001,SOL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUMBEF001,WAT001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUMBEF001,WAT002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
